Foundation URI,Linearization URI,Code,Title,ClassKind,DepthInKind,IsResidual,ChapterNo,BrowserLink,isLeaf,Primary tabulation,Grouping1,Grouping2,Grouping3,Grouping4,Grouping5,Version:2025 Jan 24 - 22:30 UTC
http://id.who.int/icd/entity/1435254666,http://id.who.int/icd/release/11/mms/1435254666,0,Certain infectious or parasitic diseases,chapter,1,FALSE,01,browser,FALSE,,,,,,,
http://id.who.int/icd/entity/588616678,http://id.who.int/icd/release/11/mms/588616678,BlockL1-1A0,Gastroenteritis or colitis of infectious origin,block,1,FALSE,01,browser,FALSE,,,,,,,
http://id.who.int/icd/entity/135352227,http://id.who.int/icd/release/11/mms/135352227,BlockL2-1A0,Bacterial intestinal infections,block,2,FALSE,01,browser,FALSE,,BlockL1-1A0,,,,,
http://id.who.int/icd/entity/257068234,http://id.who.int/icd/release/11/mms/257068234,1A00,Cholera,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/416025325,http://id.who.int/icd/release/11/mms/416025325,1A01,intestinal infection due to other Vibrio,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/2080365623,http://id.who.int/icd/release/11/mms/2080365623,1A02,intestinal infections due to Shigella,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/344162786,http://id.who.int/icd/release/11/mms/344162786,1A03,intestinal infections due to Escherichia coli,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/2099226249,http://id.who.int/icd/release/11/mms/2099226249,1A03.0,Enteropathogenic Escherichia coli infection,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/408185629,http://id.who.int/icd/release/11/mms/408185629,1A03.1,Enterotoxigenic Escherichia coli infection,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/1828273122,http://id.who.int/icd/release/11/mms/1828273122,1A03.2,Enteroinvasive Escherichia coli infection,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/162723448,http://id.who.int/icd/release/11/mms/162723448,1A03.3,Enterohaemorrhagic Escherichia coli infection,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
,http://id.who.int/icd/release/11/mms/344162786/other,1A03.Y,intestinal infections due to other specified Escherichia coli,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
,http://id.who.int/icd/release/11/mms/344162786/unspecified,1A03.Z,"intestinal infections due to Escherichia coli, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/250688797,http://id.who.int/icd/release/11/mms/250688797,1A04,intestinal infections due to Clostridioides difficile,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/1000894786,http://id.who.int/icd/release/11/mms/1000894786,1A05,intestinal infections due to Yersinia enterocolitica,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/794462570,http://id.who.int/icd/release/11/mms/794462570,1A06,Gastroenteritis due to Campylobacter,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/1528414070,http://id.who.int/icd/release/11/mms/1528414070,1A07,Typhoid fever,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/364534567,http://id.who.int/icd/release/11/mms/364534567,1A07.0,Typhoid peritonitis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
,http://id.who.int/icd/release/11/mms/1528414070/other,1A07.Y,other specified Typhoid fever,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
,http://id.who.int/icd/release/11/mms/1528414070/unspecified,1A07.Z,"Typhoid fever, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/1780040028,http://id.who.int/icd/release/11/mms/1780040028,1A08,Paratyphoid fever,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/515117475,http://id.who.int/icd/release/11/mms/515117475,1A09,infections due to other Salmonella,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/1520312138,http://id.who.int/icd/release/11/mms/1520312138,1A09.0,Salmonella enteritis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
,http://id.who.int/icd/release/11/mms/515117475/other,1A09.Y,infections due to other Salmonella in other organs,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
,http://id.who.int/icd/release/11/mms/515117475/unspecified,1A09.Z,"Salmonella infection, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
,http://id.who.int/icd/release/11/mms/135352227/other,1A0Y,other specified Bacterial intestinal infections,category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
,http://id.who.int/icd/release/11/mms/135352227/unspecified,1A0Z,"Bacterial intestinal infections, unspecified",category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A0,,,,
http://id.who.int/icd/entity/1834648119,http://id.who.int/icd/release/11/mms/1834648119,BlockL2-1A1,Bacterial foodborne intoxications,block,2,FALSE,01,browser,FALSE,,BlockL1-1A0,,,,,
http://id.who.int/icd/entity/1642556936,http://id.who.int/icd/release/11/mms/1642556936,1A10,foodborne staphylococcal intoxication,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A1,,,,
http://id.who.int/icd/entity/78422942,http://id.who.int/icd/release/11/mms/78422942,1A11,Botulism,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A0,BlockL2-1A1,,,,
http://id.who.int/icd/entity/2033726602,http://id.who.int/icd/release/11/mms/2033726602,1A11.0,foodborne intoxication by botulinum toxin,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A1,,,,
http://id.who.int/icd/entity/1393712712,http://id.who.int/icd/release/11/mms/1393712712,1A11.1,other forms of Botulism,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A1,,,,
,http://id.who.int/icd/release/11/mms/78422942/unspecified,1A11.Z,"Botulism, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A1,,,,
http://id.who.int/icd/entity/1879176035,http://id.who.int/icd/release/11/mms/1879176035,1A12,foodborne Clostridium perfringens intoxication,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A1,,,,
http://id.who.int/icd/entity/1722068323,http://id.who.int/icd/release/11/mms/1722068323,1A13,foodborne Bacillus cereus intoxication,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A1,,,,
,http://id.who.int/icd/release/11/mms/1834648119/other,1A1Y,other specified Bacterial foodborne intoxications,category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A1,,,,
,http://id.who.int/icd/release/11/mms/1834648119/unspecified,1A1Z,"Bacterial foodborne intoxications, unspecified",category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A1,,,,
http://id.who.int/icd/entity/30738976,http://id.who.int/icd/release/11/mms/30738976,BlockL2-1A2,Viral intestinal infections,block,2,FALSE,01,browser,FALSE,,BlockL1-1A0,,,,,
http://id.who.int/icd/entity/749414717,http://id.who.int/icd/release/11/mms/749414717,1A20,enteritis due to Adenovirus,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A2,,,,
http://id.who.int/icd/entity/1185210745,http://id.who.int/icd/release/11/mms/1185210745,1A21,Gastroenteritis due to Astrovirus,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A2,,,,
http://id.who.int/icd/entity/840750347,http://id.who.int/icd/release/11/mms/840750347,1A22,Gastroenteritis due to Rotavirus,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A2,,,,
http://id.who.int/icd/entity/1465325727,http://id.who.int/icd/release/11/mms/1465325727,1A23,enteritis due to Norovirus,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A2,,,,
http://id.who.int/icd/entity/1519125035,http://id.who.int/icd/release/11/mms/1519125035,1A24,intestinal infections due to Cytomegalovirus,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A2,,,,
,http://id.who.int/icd/release/11/mms/30738976/other,1A2Y,other specified Viral intestinal infections,category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A2,,,,
,http://id.who.int/icd/release/11/mms/30738976/unspecified,1A2Z,"Viral intestinal infections, unspecified",category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A2,,,,
http://id.who.int/icd/entity/2092703582,http://id.who.int/icd/release/11/mms/2092703582,BlockL2-1A3,Protozoal intestinal infections,block,2,FALSE,01,browser,FALSE,,BlockL1-1A0,,,,,
http://id.who.int/icd/entity/2090337975,http://id.who.int/icd/release/11/mms/2090337975,1A30,infections due to Balantidium coli,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/433310499,http://id.who.int/icd/release/11/mms/433310499,1A31,Giardiasis,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/1837013982,http://id.who.int/icd/release/11/mms/1837013982,1A32,Cryptosporidiosis,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/137713224,http://id.who.int/icd/release/11/mms/137713224,1A33,Cystoisosporiasis,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/1058992628,http://id.who.int/icd/release/11/mms/1058992628,1A33.0,Cystoisosporiasis of small intestine,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/883510242,http://id.who.int/icd/release/11/mms/883510242,1A33.1,Cystoisosporiasis of colon,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
,http://id.who.int/icd/release/11/mms/137713224/other,1A33.Y,other specified Cystoisosporiasis,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
,http://id.who.int/icd/release/11/mms/137713224/unspecified,1A33.Z,"Cystoisosporiasis, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/261748740,http://id.who.int/icd/release/11/mms/261748740,1A34,Sarcocystosis,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/1184241320,http://id.who.int/icd/release/11/mms/1184241320,1A35,Blastocystosis,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/435671752,http://id.who.int/icd/release/11/mms/435671752,1A36,Amoebiasis,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/1727029934,http://id.who.int/icd/release/11/mms/1727029934,1A36.0,intestinal infections due to Entamoeba,category,2,FALSE,01,browser,FALSE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/1616956984,http://id.who.int/icd/release/11/mms/1616956984,1A36.00,Acute Amoebiasis,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/349019849,http://id.who.int/icd/release/11/mms/349019849,1A36.01,Amoeboma of intestine,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
,http://id.who.int/icd/release/11/mms/1727029934/other,1A36.0Y,other specified intestinal infections due to Entamoeba,category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
,http://id.who.int/icd/release/11/mms/1727029934/unspecified,1A36.0Z,"intestinal infections due to Entamoeba, unspecified",category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/1777228366,http://id.who.int/icd/release/11/mms/1777228366,1A36.1,Extraintestinal infections due to Entamoeba,category,2,FALSE,01,browser,FALSE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/1730350429,http://id.who.int/icd/release/11/mms/1730350429,1A36.10,Amoebic liver abscess,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/40419529,http://id.who.int/icd/release/11/mms/40419529,1A36.11,Amoebic lung abscess,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/328097188,http://id.who.int/icd/release/11/mms/328097188,1A36.12,Cutaneous Amoebiasis,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
,http://id.who.int/icd/release/11/mms/1777228366/other,1A36.1Y,Amoebiasis of other specified sites,category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
,http://id.who.int/icd/release/11/mms/435671752/unspecified,1A36.Z,"Amoebiasis, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
,http://id.who.int/icd/release/11/mms/2092703582/other,1A3Y,other specified Protozoal intestinal infections,category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
,http://id.who.int/icd/release/11/mms/2092703582/unspecified,1A3Z,"Protozoal intestinal infections, unspecified",category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,BlockL2-1A3,,,,
http://id.who.int/icd/entity/1688127370,http://id.who.int/icd/release/11/mms/1688127370,1A40,Gastroenteritis or colitis without specification of infectious agent,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A0,,,,,
http://id.who.int/icd/entity/1160271562,http://id.who.int/icd/release/11/mms/1160271562,1A40.0,Gastroenteritis or colitis without specification of origin,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A0,,,,,
,http://id.who.int/icd/release/11/mms/1688127370/unspecified,1A40.Z,infectious Gastroenteritis or colitis without specification of infectious agent,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A0,,,,,
http://id.who.int/icd/entity/1904876434,http://id.who.int/icd/release/11/mms/1904876434,BlockL1-1A6,Predominantly sexually transmitted infections,block,1,FALSE,01,browser,FALSE,,,,,,,
http://id.who.int/icd/entity/455894495,http://id.who.int/icd/release/11/mms/455894495,BlockL2-1A6,Syphilis,block,2,FALSE,01,browser,FALSE,,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/587996426,http://id.who.int/icd/release/11/mms/587996426,1A60,Congenital Syphilis,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/395565060,http://id.who.int/icd/release/11/mms/395565060,1A60.0,"Early Congenital Syphilis, symptomatic",category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/1926763926,http://id.who.int/icd/release/11/mms/1926763926,1A60.1,"Early Congenital Syphilis, latent",category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/1665042685,http://id.who.int/icd/release/11/mms/1665042685,1A60.2,Late Congenital syphilitic oculopathy,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/282073961,http://id.who.int/icd/release/11/mms/282073961,1A60.3,Late Congenital neurosyphilis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/2132718683,http://id.who.int/icd/release/11/mms/2132718683,1A60.4,"other Late Congenital Syphilis, symptomatic",category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/20350466,http://id.who.int/icd/release/11/mms/20350466,1A60.5,"Late Congenital Syphilis, latent",category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
,http://id.who.int/icd/release/11/mms/587996426/unspecified,1A60.Z,"Congenital Syphilis, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/1179111584,http://id.who.int/icd/release/11/mms/1179111584,1A61,Early Syphilis,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/191565955,http://id.who.int/icd/release/11/mms/191565955,1A61.0,Primary genital Syphilis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/1847647511,http://id.who.int/icd/release/11/mms/1847647511,1A61.1,Primary anal Syphilis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/445484522,http://id.who.int/icd/release/11/mms/445484522,1A61.2,Primary Syphilis of other sites,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/2143699068,http://id.who.int/icd/release/11/mms/2143699068,1A61.3,Secondary Syphilis of skin or mucous membranes,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/204002280,http://id.who.int/icd/release/11/mms/204002280,1A61.4,Secondary Syphilis of other sites,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/1768103550,http://id.who.int/icd/release/11/mms/1768103550,1A61.5,latent Early Syphilis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
,http://id.who.int/icd/release/11/mms/1179111584/other,1A61.Y,other specified Early Syphilis,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
,http://id.who.int/icd/release/11/mms/1179111584/unspecified,1A61.Z,"Early Syphilis, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/854229089,http://id.who.int/icd/release/11/mms/854229089,1A62,Late Syphilis,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/2118246468,http://id.who.int/icd/release/11/mms/2118246468,1A62.0,neurosyphilis,category,2,FALSE,01,browser,FALSE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/453651926,http://id.who.int/icd/release/11/mms/453651926,1A62.00,Asymptomatic neurosyphilis,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/1873247529,http://id.who.int/icd/release/11/mms/1873247529,1A62.01,symptomatic Late neurosyphilis,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
,http://id.who.int/icd/release/11/mms/2118246468/unspecified,1A62.0Z,"neurosyphilis, unspecified",category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/183283901,http://id.who.int/icd/release/11/mms/183283901,1A62.1,Cardiovascular Late Syphilis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/1883423833,http://id.who.int/icd/release/11/mms/1883423833,1A62.2,symptomatic Late Syphilis of other sites,category,2,FALSE,01,browser,FALSE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/551528014,http://id.who.int/icd/release/11/mms/551528014,1A62.20,Ocular Late Syphilis,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/2063826056,http://id.who.int/icd/release/11/mms/2063826056,1A62.21,Late Syphilis involving the musculoskeletal system,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/1934471301,http://id.who.int/icd/release/11/mms/1934471301,1A62.22,Late Syphilis of skin or mucous membranes,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
,http://id.who.int/icd/release/11/mms/1883423833/other,1A62.2Y,symptomatic Late Syphilis of other specified sites,category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
,http://id.who.int/icd/release/11/mms/1883423833/unspecified,1A62.2Z,symptomatic Late Syphilis of unspecified site,category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
,http://id.who.int/icd/release/11/mms/854229089/other,1A62.Y,other specified Late Syphilis,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
,http://id.who.int/icd/release/11/mms/854229089/unspecified,1A62.Z,"Late Syphilis, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/370440252,http://id.who.int/icd/release/11/mms/370440252,1A63,"latent Syphilis, unspecified as Early or Late",category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
,http://id.who.int/icd/release/11/mms/455894495/unspecified,1A6Z,"Syphilis, unspecified",category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A6,,,,
http://id.who.int/icd/entity/609214049,http://id.who.int/icd/release/11/mms/609214049,BlockL2-1A7,Gonococcal infection,block,2,FALSE,01,browser,FALSE,,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/1977691885,http://id.who.int/icd/release/11/mms/1977691885,1A70,Gonococcal genitourinary infection,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
http://id.who.int/icd/entity/762120574,http://id.who.int/icd/release/11/mms/762120574,1A70.0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,category,2,FALSE,01,browser,FALSE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
http://id.who.int/icd/entity/1112016389,http://id.who.int/icd/release/11/mms/1112016389,1A70.00,Gonorrhoea of penis,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
,http://id.who.int/icd/release/11/mms/762120574/other,1A70.0Y,other specified Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
,http://id.who.int/icd/release/11/mms/762120574/unspecified,1A70.0Z,"Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess, unspecified",category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
http://id.who.int/icd/entity/1210500328,http://id.who.int/icd/release/11/mms/1210500328,1A70.1,Gonococcal infection of lower genitourinary tract with periurethral or accessory gland abscess,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
,http://id.who.int/icd/release/11/mms/1977691885/other,1A70.Y,Gonococcal infection of other specified genitourinary organ,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
,http://id.who.int/icd/release/11/mms/1977691885/unspecified,1A70.Z,"Gonococcal genitourinary infection, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
http://id.who.int/icd/entity/1015780375,http://id.who.int/icd/release/11/mms/1015780375,1A71,Gonococcal pelviperitonitis,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
http://id.who.int/icd/entity/840155638,http://id.who.int/icd/release/11/mms/840155638,1A72,Gonococcal infection of other sites,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
http://id.who.int/icd/entity/707709463,http://id.who.int/icd/release/11/mms/707709463,1A72.0,Gonococcal infection of musculoskeletal system,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
http://id.who.int/icd/entity/359736861,http://id.who.int/icd/release/11/mms/359736861,1A72.1,Gonococcal infection of rectum,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
http://id.who.int/icd/entity/1002985340,http://id.who.int/icd/release/11/mms/1002985340,1A72.2,Gonococcal infection of anus,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
http://id.who.int/icd/entity/1332021123,http://id.who.int/icd/release/11/mms/1332021123,1A72.3,Gonococcal pharyngitis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
http://id.who.int/icd/entity/1505778051,http://id.who.int/icd/release/11/mms/1505778051,1A72.4,Gonococcal infection of eye,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
,http://id.who.int/icd/release/11/mms/840155638/other,1A72.Y,Gonococcal infection of other specified sites,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
http://id.who.int/icd/entity/2046292009,http://id.who.int/icd/release/11/mms/2046292009,1A73,Disseminated Gonococcal infection,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
,http://id.who.int/icd/release/11/mms/609214049/unspecified,1A7Z,"Gonococcal infection, unspecified",category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A7,,,,
http://id.who.int/icd/entity/251474152,http://id.who.int/icd/release/11/mms/251474152,BlockL2-1A8,sexually transmissible infections due to chlamydia,block,2,FALSE,01,browser,FALSE,,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/1090786293,http://id.who.int/icd/release/11/mms/1090786293,1A80,Chlamydial lymphogranuloma,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A8,,,,
http://id.who.int/icd/entity/900285196,http://id.who.int/icd/release/11/mms/900285196,1A81,Non-ulcerative sexually transmitted Chlamydial infection,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A6,BlockL2-1A8,,,,
http://id.who.int/icd/entity/806511043,http://id.who.int/icd/release/11/mms/806511043,1A81.0,Chlamydial infection of lower genitourinary tract,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A8,,,,
http://id.who.int/icd/entity/1431940183,http://id.who.int/icd/release/11/mms/1431940183,1A81.1,Chlamydial infection of internal reproductive organs,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A8,,,,
