Foundation URI,Linearization URI,Code,Title,ClassKind,DepthInKind,IsResidual,ChapterNo,BrowserLink,isLeaf,Primary tabulation,Grouping1,Grouping2,Grouping3,Grouping4,Grouping5,Version:2025 Jan 24 - 22:30 UTC
http://id.who.int/icd/entity/344973791,http://id.who.int/icd/release/11/mms/344973791,8B44,degenerative myelopathic disorders,category,1,FALSE,08,browser,FALSE,TRUE,BlockL1-8B4,,,,,
http://id.who.int/icd/entity/810807375,http://id.who.int/icd/release/11/mms/810807375,8B44.0,Hereditary spastic paraplegia,category,2,FALSE,08,browser,FALSE,TRUE,BlockL1-8B4,,,,,
http://id.who.int/icd/entity/1547801209,http://id.who.int/icd/release/11/mms/1547801209,8B44.00,Autosomal dominant Hereditary spastic paraplegia,category,3,FALSE,08,browser,TRUE,TRUE,BlockL1-8B4,,,,,
http://id.who.int/icd/entity/1789135912,http://id.who.int/icd/release/11/mms/1789135912,8B44.01,Autosomal recessive Hereditary spastic paraplegia,category,3,FALSE,08,browser,TRUE,TRUE,BlockL1-8B4,,,,,
http://id.who.int/icd/entity/1613343556,http://id.who.int/icd/release/11/mms/1613343556,8B44.02,X-linked Hereditary spastic paraplegia,category,3,FALSE,08,browser,TRUE,TRUE,BlockL1-8B4,,,,,
,http://id.who.int/icd/release/11/mms/810807375/other,8B44.0Y,other specified Hereditary spastic paraplegia,category,3,TRUE,08,browser,TRUE,TRUE,BlockL1-8B4,,,,,
,http://id.who.int/icd/release/11/mms/810807375/unspecified,8B44.0Z,"Hereditary spastic paraplegia, unspecified",category,3,TRUE,08,browser,TRUE,TRUE,BlockL1-8B4,,,,,
,http://id.who.int/icd/release/11/mms/344973791/other,8B44.Y,other specified degenerative myelopathic disorders,category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B4,,,,,
,http://id.who.int/icd/release/11/mms/344973791/unspecified,8B44.Z,"degenerative myelopathic disorders, unspecified",category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B4,,,,,
,http://id.who.int/icd/release/11/mms/2021326314/other,8B4Y,other specified Spinal cord disorders excluding trauma,category,1,TRUE,08,browser,TRUE,TRUE,BlockL1-8B4,,,,,
,http://id.who.int/icd/release/11/mms/2021326314/unspecified,8B4Z,"Spinal cord disorders excluding trauma, unspecified",category,1,TRUE,08,browser,TRUE,TRUE,BlockL1-8B4,,,,,
http://id.who.int/icd/entity/1861279867,http://id.who.int/icd/release/11/mms/1861279867,BlockL1-8B6,motor neuron diseases or related disorders,block,1,FALSE,08,browser,FALSE,,,,,,,
http://id.who.int/icd/entity/661720689,http://id.who.int/icd/release/11/mms/661720689,8B60,motor neuron disease,category,1,FALSE,08,browser,FALSE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/1982355687,http://id.who.int/icd/release/11/mms/1982355687,8B60.0,Amyotrophic lateral sclerosis,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/1143049440,http://id.who.int/icd/release/11/mms/1143049440,8B60.1,progressive bulbar palsy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/2080137619,http://id.who.int/icd/release/11/mms/2080137619,8B60.2,progressive pseudobulbar palsy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/1282359533,http://id.who.int/icd/release/11/mms/1282359533,8B60.3,progressive muscular Atrophy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/1686688462,http://id.who.int/icd/release/11/mms/1686688462,8B60.4,Primary lateral sclerosis,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/620164044,http://id.who.int/icd/release/11/mms/620164044,8B60.5,Amyotrophic lateral sclerosis-plus,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/2090347823,http://id.who.int/icd/release/11/mms/2090347823,8B60.6,Monomelic amyotrophy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/1764644031,http://id.who.int/icd/release/11/mms/1764644031,8B60.7,Madras Type motor neuron disease,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
,http://id.who.int/icd/release/11/mms/661720689/other,8B60.Y,other specified motor neuron disease,category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
,http://id.who.int/icd/release/11/mms/661720689/unspecified,8B60.Z,"motor neuron disease, unspecified",category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/71074342,http://id.who.int/icd/release/11/mms/71074342,8B61,Spinal muscular Atrophy,category,1,FALSE,08,browser,FALSE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/915903258,http://id.who.int/icd/release/11/mms/915903258,8B61.0,"infantile Spinal muscular Atrophy, Type I",category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/867148636,http://id.who.int/icd/release/11/mms/867148636,8B61.1,"Late infantile Spinal muscular Atrophy, Type II",category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/677572815,http://id.who.int/icd/release/11/mms/677572815,8B61.2,"Juvenile form Spinal muscular dystrophy, Type III",category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/443229384,http://id.who.int/icd/release/11/mms/443229384,8B61.3,"Adult onset Spinal muscular Atrophy, Type IV",category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/870128735,http://id.who.int/icd/release/11/mms/870128735,8B61.4,localised Spinal muscular Atrophy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
,http://id.who.int/icd/release/11/mms/71074342/other,8B61.Y,other specified Spinal muscular Atrophy,category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
,http://id.who.int/icd/release/11/mms/71074342/unspecified,8B61.Z,"Spinal muscular Atrophy, unspecified",category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/2018885243,http://id.who.int/icd/release/11/mms/2018885243,8B62,Post polio progressive muscular Atrophy,category,1,FALSE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
,http://id.who.int/icd/release/11/mms/1861279867/other,8B6Y,other specified motor neuron diseases or related disorders,category,1,TRUE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
,http://id.who.int/icd/release/11/mms/1861279867/unspecified,8B6Z,"motor neuron diseases or related disorders, unspecified",category,1,TRUE,08,browser,TRUE,TRUE,BlockL1-8B6,,,,,
http://id.who.int/icd/entity/1730644960,http://id.who.int/icd/release/11/mms/1730644960,BlockL1-8B8,"disorders of nerve root, plexus or peripheral nerves",block,1,FALSE,08,browser,FALSE,,,,,,,
http://id.who.int/icd/entity/359348642,http://id.who.int/icd/release/11/mms/359348642,BlockL2-8B8,disorders of cranial nerves,block,2,FALSE,08,browser,FALSE,,BlockL1-8B8,,,,,
http://id.who.int/icd/entity/1996431326,http://id.who.int/icd/release/11/mms/1996431326,8B80,disorders of Olfactory nerve,category,1,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/1697880826,http://id.who.int/icd/release/11/mms/1697880826,8B81,disorders of vestibulocochlear nerve,category,1,FALSE,08,browser,FALSE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/1231916211,http://id.who.int/icd/release/11/mms/1231916211,8B81.0,Brainstem lesion,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
,http://id.who.int/icd/release/11/mms/1697880826/other,8B81.Y,other specified disorders of vestibulocochlear nerve,category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
,http://id.who.int/icd/release/11/mms/1697880826/unspecified,8B81.Z,"disorders of vestibulocochlear nerve, unspecified",category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/76391627,http://id.who.int/icd/release/11/mms/76391627,8B82,disorders of trigeminal nerve,category,1,FALSE,08,browser,FALSE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/1803581281,http://id.who.int/icd/release/11/mms/1803581281,8B82.0,trigeminal neuralgia,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
,http://id.who.int/icd/release/11/mms/76391627/unspecified,8B82.Z,"disorders of trigeminal nerve, unspecified",category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/377921406,http://id.who.int/icd/release/11/mms/377921406,8B83,disorders of Spinal accessory nerve,category,1,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/38948641,http://id.who.int/icd/release/11/mms/38948641,8B84,disorders of hypoglossal nerve,category,1,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/85036106,http://id.who.int/icd/release/11/mms/85036106,8B85,disorders of multiple cranial nerves,category,1,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/1729725109,http://id.who.int/icd/release/11/mms/1729725109,8B86,disorders of vagus nerve,category,1,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/330617420,http://id.who.int/icd/release/11/mms/330617420,8B87,disorders of glossopharyngeal nerve,category,1,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/1640393055,http://id.who.int/icd/release/11/mms/1640393055,8B88,disorders of facial nerve,category,1,FALSE,08,browser,FALSE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/2004402146,http://id.who.int/icd/release/11/mms/2004402146,8B88.0,Bell palsy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/1882946699,http://id.who.int/icd/release/11/mms/1882946699,8B88.1,facial myokymia,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/353312397,http://id.who.int/icd/release/11/mms/353312397,8B88.2,Hemifacial spasm,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/1637248481,http://id.who.int/icd/release/11/mms/1637248481,8B88.3,facial neuritis,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
,http://id.who.int/icd/release/11/mms/1640393055/other,8B88.Y,other specified disorders of facial nerve,category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
,http://id.who.int/icd/release/11/mms/1640393055/unspecified,8B88.Z,"disorders of facial nerve, unspecified",category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
,http://id.who.int/icd/release/11/mms/359348642/other,8B8Y,other specified disorders of cranial nerves,category,1,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
,http://id.who.int/icd/release/11/mms/359348642/unspecified,8B8Z,"disorders of cranial nerves, unspecified",category,1,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B8,,,,
http://id.who.int/icd/entity/63858592,http://id.who.int/icd/release/11/mms/63858592,BlockL2-8B9,nerve root or plexus disorders,block,2,FALSE,08,browser,FALSE,,BlockL1-8B8,,,,,
http://id.who.int/icd/entity/1987479592,http://id.who.int/icd/release/11/mms/1987479592,8B90,nerve root or plexus compressions,category,1,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/1367254559,http://id.who.int/icd/release/11/mms/1367254559,8B91,Brachial plexus disorders,category,1,FALSE,08,browser,FALSE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/302246011,http://id.who.int/icd/release/11/mms/302246011,8B91.0,Neuralgic shoulder amyotrophy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/674530731,http://id.who.int/icd/release/11/mms/674530731,8B91.1,thoracic outlet syndrome due to cervical rib,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
,http://id.who.int/icd/release/11/mms/1367254559/other,8B91.Y,other specified Brachial plexus disorders,category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
,http://id.who.int/icd/release/11/mms/1367254559/unspecified,8B91.Z,"Brachial plexus disorders, unspecified",category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/875916171,http://id.who.int/icd/release/11/mms/875916171,8B92,Lumbosacral plexus disorders,category,1,FALSE,08,browser,FALSE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/329611650,http://id.who.int/icd/release/11/mms/329611650,8B92.0,Post radiation Lumbosacral plexopathy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/755638638,http://id.who.int/icd/release/11/mms/755638638,8B92.1,Vasculitic Lumbosacral plexopathy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/1224666577,http://id.who.int/icd/release/11/mms/1224666577,8B92.2,Diabetic Lumbosacral plexopathy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/1271869287,http://id.who.int/icd/release/11/mms/1271869287,8B92.3,Lumbosacral radiculoplexopathy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
,http://id.who.int/icd/release/11/mms/875916171/other,8B92.Y,other specified Lumbosacral plexus disorders,category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
,http://id.who.int/icd/release/11/mms/875916171/unspecified,8B92.Z,"Lumbosacral plexus disorders, unspecified",category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/1802542189,http://id.who.int/icd/release/11/mms/1802542189,8B93,Radiculopathy,category,1,FALSE,08,browser,FALSE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/453835806,http://id.who.int/icd/release/11/mms/453835806,8B93.0,Radiculopathy due to compression,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/525636274,http://id.who.int/icd/release/11/mms/525636274,8B93.1,Radiculopathy due to metabolic disorders,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/1048832316,http://id.who.int/icd/release/11/mms/1048832316,8B93.2,Radiculopathy due to electric shock or lightning,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/1536491255,http://id.who.int/icd/release/11/mms/1536491255,8B93.3,Radiculopathy due to radiation injury,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/290316556,http://id.who.int/icd/release/11/mms/290316556,8B93.4,Radiculopathy due to Nutritional deficiencies,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/880852176,http://id.who.int/icd/release/11/mms/880852176,8B93.5,Radiculopathy due to toxicity,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/1421743413,http://id.who.int/icd/release/11/mms/1421743413,8B93.6,Radiculopathy due to intervertebral disc disorders,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/1784166269,http://id.who.int/icd/release/11/mms/1784166269,8B93.7,Radiculopathy due to Neoplastic disease,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/1335192255,http://id.who.int/icd/release/11/mms/1335192255,8B93.8,Radiculopathy due to spondylosis,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
,http://id.who.int/icd/release/11/mms/1802542189/other,8B93.Y,other specified Radiculopathy,category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
,http://id.who.int/icd/release/11/mms/1802542189/unspecified,8B93.Z,"Radiculopathy, unspecified",category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/1577503643,http://id.who.int/icd/release/11/mms/1577503643,8B94,Diabetic radiculoplexoneuropathy,category,1,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/1770509481,http://id.who.int/icd/release/11/mms/1770509481,8B95,Secondary Brachial plexus lesion due to Certain specified disorders,category,1,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
,http://id.who.int/icd/release/11/mms/63858592/other,8B9Y,other specified nerve root or plexus disorders,category,1,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
,http://id.who.int/icd/release/11/mms/63858592/unspecified,8B9Z,"nerve root or plexus disorders, unspecified",category,1,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8B9,,,,
http://id.who.int/icd/entity/58868923,http://id.who.int/icd/release/11/mms/58868923,BlockL2-8C0,polyneuropathy,block,2,FALSE,08,browser,FALSE,,BlockL1-8B8,,,,,
http://id.who.int/icd/entity/788742861,http://id.who.int/icd/release/11/mms/788742861,8C00,Idiopathic progressive neuropathy,category,1,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C0,,,,
http://id.who.int/icd/entity/1719029386,http://id.who.int/icd/release/11/mms/1719029386,8C01,Inflammatory polyneuropathy,category,1,FALSE,08,browser,FALSE,TRUE,BlockL1-8B8,BlockL2-8C0,,,,
http://id.who.int/icd/entity/1196874419,http://id.who.int/icd/release/11/mms/1196874419,8C01.0,Acute Inflammatory demyelinating polyneuropathy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C0,,,,
http://id.who.int/icd/entity/886881148,http://id.who.int/icd/release/11/mms/886881148,8C01.1,Post vaccinal neuropathy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C0,,,,
http://id.who.int/icd/entity/1692167541,http://id.who.int/icd/release/11/mms/1692167541,8C01.2,subacute Inflammatory demyelinating polyneuropathy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C0,,,,
http://id.who.int/icd/entity/224318510,http://id.who.int/icd/release/11/mms/224318510,8C01.3,Chronic Inflammatory demyelinating polyneuropathy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C0,,,,
,http://id.who.int/icd/release/11/mms/1719029386/other,8C01.Y,other specified Inflammatory polyneuropathy,category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C0,,,,
,http://id.who.int/icd/release/11/mms/1719029386/unspecified,8C01.Z,"Inflammatory polyneuropathy, unspecified",category,2,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C0,,,,
http://id.who.int/icd/entity/1584778394,http://id.who.int/icd/release/11/mms/1584778394,8C03,other Secondary polyneuropathy,category,1,FALSE,08,browser,FALSE,FALSE,BlockL1-8B8,BlockL2-8C0,,,,
http://id.who.int/icd/entity/1837670870,http://id.who.int/icd/release/11/mms/1837670870,8C03.0,Diabetic polyneuropathy,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C0,,,,
http://id.who.int/icd/entity/1691058302,http://id.who.int/icd/release/11/mms/1691058302,8C03.1,polyneuropathy due to infectious diseases,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C0,,,,
http://id.who.int/icd/entity/1063419800,http://id.who.int/icd/release/11/mms/1063419800,8C03.2,polyneuropathy in Neoplastic disease,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C0,,,,
http://id.who.int/icd/entity/1567256935,http://id.who.int/icd/release/11/mms/1567256935,8C03.3,polyneuropathy in Nutritional deficiency,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C0,,,,
http://id.who.int/icd/entity/941735155,http://id.who.int/icd/release/11/mms/941735155,8C03.4,polyneuropathy in Systemic connective tissue disorders,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C0,,,,
,http://id.who.int/icd/release/11/mms/1584778394/other,8C03.Y,other specified Secondary polyneuropathy,category,2,TRUE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C0,,,,
,http://id.who.int/icd/release/11/mms/1584778394/unspecified,8C03.Z,"other Secondary polyneuropathy, unspecified",category,2,TRUE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C0,,,,
,http://id.who.int/icd/release/11/mms/58868923/other,8C0Y,other specified polyneuropathy,category,1,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C0,,,,
,http://id.who.int/icd/release/11/mms/58868923/unspecified,8C0Z,"polyneuropathy, unspecified",category,1,TRUE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C0,,,,
http://id.who.int/icd/entity/1866592137,http://id.who.int/icd/release/11/mms/1866592137,BlockL2-8C1,Mononeuropathy,block,2,FALSE,08,browser,FALSE,,BlockL1-8B8,,,,,
http://id.who.int/icd/entity/304675531,http://id.who.int/icd/release/11/mms/304675531,8C10,Mononeuropathies of upper limb,category,1,FALSE,08,browser,FALSE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/1275186848,http://id.who.int/icd/release/11/mms/1275186848,8C10.0,Carpal tunnel syndrome,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/1575441355,http://id.who.int/icd/release/11/mms/1575441355,8C10.1,lesion of ulnar nerve,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/950836831,http://id.who.int/icd/release/11/mms/950836831,8C10.2,lesion of radial nerve,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
,http://id.who.int/icd/release/11/mms/304675531/other,8C10.Y,other specified Mononeuropathies of upper limb,category,2,TRUE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
,http://id.who.int/icd/release/11/mms/304675531/unspecified,8C10.Z,"Mononeuropathies of upper limb, unspecified",category,2,TRUE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/2002990943,http://id.who.int/icd/release/11/mms/2002990943,8C11,Mononeuropathies of lower limb,category,1,FALSE,08,browser,FALSE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/1358497313,http://id.who.int/icd/release/11/mms/1358497313,8C11.0,lesion of sciatic nerve,category,2,FALSE,08,browser,FALSE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/1379565645,http://id.who.int/icd/release/11/mms/1379565645,8C11.00,sciatic nerve piriformis syndrome,category,3,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
,http://id.who.int/icd/release/11/mms/1358497313/other,8C11.0Y,other specified lesion of sciatic nerve,category,3,TRUE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
,http://id.who.int/icd/release/11/mms/1358497313/unspecified,8C11.0Z,"lesion of sciatic nerve, unspecified",category,3,TRUE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/900910005,http://id.who.int/icd/release/11/mms/900910005,8C11.1,Meralgia paraesthetica,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/1092590410,http://id.who.int/icd/release/11/mms/1092590410,8C11.2,lesion of femoral nerve,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/609507040,http://id.who.int/icd/release/11/mms/609507040,8C11.3,lesion of Common peroneal nerve,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/1471857996,http://id.who.int/icd/release/11/mms/1471857996,8C11.4,lesion of tibial nerve,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/854657246,http://id.who.int/icd/release/11/mms/854657246,8C11.5,Tarsal tunnel syndrome,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/1180456993,http://id.who.int/icd/release/11/mms/1180456993,8C11.6,lesion of Plantar nerve,category,2,FALSE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
,http://id.who.int/icd/release/11/mms/2002990943/other,8C11.Y,other specified Mononeuropathies of lower limb,category,2,TRUE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
,http://id.who.int/icd/release/11/mms/2002990943/unspecified,8C11.Z,"Mononeuropathies of lower limb, unspecified",category,2,TRUE,08,browser,TRUE,FALSE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/168436253,http://id.who.int/icd/release/11/mms/168436253,8C12,Certain specified Mononeuropathies,category,1,FALSE,08,browser,FALSE,TRUE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/511563165,http://id.who.int/icd/release/11/mms/511563165,8C12.0,Intercostal neuropathy,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/1838368265,http://id.who.int/icd/release/11/mms/1838368265,8C12.1,Mononeuritis multiplex,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/1793371217,http://id.who.int/icd/release/11/mms/1793371217,8C12.2,lesion of suprascapular nerve,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/1107508852,http://id.who.int/icd/release/11/mms/1107508852,8C12.3,lesion of axillary nerve,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/1879763573,http://id.who.int/icd/release/11/mms/1879763573,8C12.4,lesion of long thoracic nerve,category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C1,,,,
http://id.who.int/icd/entity/1568116015,http://id.who.int/icd/release/11/mms/1568116015,8C12.5,"traumatic neuroma, not otherwise specified",category,2,FALSE,08,browser,TRUE,TRUE,BlockL1-8B8,BlockL2-8C1,,,,
